YEAR,MO,DY,HR,RH2M,SZA,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,T2M,PRECTOTCORR,Effeciency,Power Output
2020,6,26,20,83.71,90,0,0,25.44,5.82,0,0
2020,6,26,21,89.17,90,0,0,24.41,6,0,0
2020,6,26,22,93.27,90,0,0,23.66,6.1,0,0
2020,6,26,23,95.73,90,0,0,23.17,5.19,0,0
2020,6,27,0,96.98,90,0,0,22.93,5.48,0,0
2020,6,27,1,97.54,90,0,0,22.79,4.71,0,0
2020,6,27,2,97.66,90,0,0,22.49,6.1,0,0
2020,6,27,3,97.69,90,0,0,22.07,9.79,0,0
2020,6,27,4,98.42,90,0,0,21.29,13.77,0,0
2020,6,27,5,96.92,82.8,33.25,52.17,21.57,16.79,1.47,0.77
2020,6,27,6,94.93,72.53,103.25,181.93,22.07,6.9,3.13,5.69
2020,6,27,7,91.07,61.56,171.6,358.48,23.05,4.28,4.18,15
2020,6,27,8,82.09,50.39,313.4,538.15,24.58,3.39,6.83,36.76
2020,6,27,9,72.94,39.35,522.8,703.05,26.12,3.25,10.6,74.54
2020,6,27,10,67.52,29.05,765.58,821.95,27.32,3.44,15.01,123.37
2020,6,27,11,65.66,21.04,733.67,894.72,28.04,5.21,14.08,126.01
2020,6,27,12,65.53,18.77,729.58,936,28.4,6.82,13.56,126.91
2020,6,27,13,65.42,24,744.03,898.35,28.58,8.55,13.89,124.77
2020,6,27,14,66.85,33.29,741.92,810.05,28.36,7.58,14.05,113.8
2020,6,27,15,68.66,44.01,592.1,679.28,28.18,4.19,11.49,78.06
2020,6,27,16,70.5,55.16,447.15,515.92,27.88,2.68,9.07,46.8
2020,6,27,17,74.71,66.28,297.08,334,27.46,2.13,6.54,21.84
2020,6,27,18,77.22,77.08,135.98,154.9,26.77,1.16,3.59,5.56
2020,6,27,19,84.92,87.03,19.2,21.55,25.15,0.38,0.84,0.18
2020,6,27,20,87.97,90,0,0,23.85,0.19,0,0
2020,6,27,21,90.87,90,0,0,23.08,0.1,0,0
2020,6,27,22,92.66,90,0,0,22.54,0.1,0,0
2020,6,27,23,94.42,90,0,0,22,0.12,0,0
2020,6,28,0,96.72,90,0,0,21.34,0.08,0,0
2020,6,28,1,98.54,90,0,0,20.83,0.06,0,0
2020,6,28,2,99.23,90,0,0,20.52,0.05,0,0
2020,6,28,3,99.71,90,0,0,20.21,0.09,0,0
2020,6,28,4,99.92,90,0,0,19.93,0.9,0,0
2020,6,28,5,96.15,82.88,22.92,54.47,20.72,1.11,0.96,0.52
2020,6,28,6,93.28,72.59,27.55,189.2,21.59,0.33,0.8,1.52
2020,6,28,7,91.6,61.63,57.67,362.77,22.62,0.43,1.39,5.04
2020,6,28,8,87.54,50.46,138.4,538.33,24.2,0.54,3,16.14
2020,6,28,9,82.36,39.42,523.85,685.42,25.67,0.85,10.8,74.02
2020,6,28,10,81.2,29.12,603.6,801.22,25.89,1.1,12.04,96.47
2020,6,28,11,79.81,21.1,776.15,873.67,26.44,1.22,15.14,132.3
2020,6,28,12,77.79,18.82,810.1,905.8,27.23,1.39,15.44,139.85
2020,6,28,13,76.96,24.01,716.03,858.03,27.82,1.36,13.87,119.04
2020,6,28,14,76.66,33.28,551.75,764.22,28.31,1.24,10.96,83.77
2020,6,28,15,76.74,44,519.1,631.1,28.73,1.46,10.72,67.66
2020,6,28,16,77.25,55.15,421.4,466.75,28.98,1.5,9.33,43.56
2020,6,28,17,80.34,66.27,286.2,294.9,28.64,1.38,7.05,20.8
2020,6,28,18,84.88,77.07,113.12,126.35,27.74,1.41,3.62,4.57
2020,6,28,19,89.51,87.04,16.58,17.38,26.6,1.35,0.89,0.15
2020,6,28,20,92.11,90,0,0,25.91,1.25,0,0
2020,6,28,21,93.79,90,0,0,25.37,1.26,0,0
2020,6,28,22,94.52,90,0,0,24.88,1.19,0,0
2020,6,28,23,94.26,90,0,0,24.52,1.31,0,0
2020,6,29,0,94.6,90,0,0,24.16,1.56,0,0
2020,6,29,1,94.73,90,0,0,23.95,1.64,0,0
2020,6,29,2,95.09,90,0,0,23.76,1.43,0,0
2020,6,29,3,95.46,90,0,0,23.56,1.06,0,0
2020,6,29,4,96.02,90,0,0,23.31,0.85,0,0
2020,6,29,5,95.31,82.97,50.22,50.83,23.41,0.75,2.21,1.12
2020,6,29,6,93.37,72.66,179.43,198.18,24.05,0.06,4.92,9.74
2020,6,29,7,90.28,61.7,280.48,371.58,25.07,0.05,6.51,24.19
2020,6,29,8,82.06,50.53,288.12,549.95,26.46,0.05,6.07,33.38
2020,6,29,9,75.86,39.49,287.83,698.47,27.42,0.04,5.81,40.56
2020,6,29,10,73.75,29.19,405.67,809.33,28.06,0.06,7.98,64.6
2020,6,29,11,72.24,21.17,533,873.95,28.82,0.08,10.35,90.46
2020,6,29,12,71.17,18.87,624.75,914.3,29.42,0.08,11.75,107.39
2020,6,29,13,70.76,24.03,662.12,881.75,29.75,0.06,12.44,109.72
2020,6,29,14,71.13,33.29,662.12,790.83,29.64,0.07,12.7,100.43
2020,6,29,15,72.36,44,556.2,658.6,29.08,0.08,11.04,72.71
2020,6,29,16,74.59,55.15,451,495.3,28.36,0.09,9.47,46.9
2020,6,29,17,78.91,66.27,265.23,311.6,27.46,0.1,6.23,19.42
2020,6,29,18,84.43,77.08,108.88,139.2,26.56,0.1,3.18,4.42
2020,6,29,19,89.47,87.04,17.08,19.15,25.45,0.09,0.84,0.16
2020,6,29,20,92.11,90,0,0,24.86,0.09,0,0
2020,6,29,21,93.04,90,0,0,24.68,0.08,0,0
2020,6,29,22,94.8,90,0,0,24.28,0.06,0,0
2020,6,29,23,96.37,90,0,0,23.83,0.06,0,0
2020,6,30,0,97.04,90,0,0,23.48,0.05,0,0
2020,6,30,1,97.03,90,0,0,23.2,0.05,0,0
2020,6,30,2,96.73,90,0,0,22.98,0.06,0,0
2020,6,30,3,96.98,90,0,0,22.72,0.04,0,0
2020,6,30,4,97.52,90,0,0,22.45,0.04,0,0
2020,6,30,5,95.27,83.06,47.92,56.38,22.77,0.04,1.88,1.06
2020,6,30,6,92.17,72.74,157.2,200.55,23.58,2.54,4.25,8.53
2020,6,30,7,90.24,61.77,267.17,376.98,24.48,3.53,6.12,23.05
2020,6,30,8,87.65,50.6,357.85,551.28,25.55,3.65,7.5,41.33
2020,6,30,9,85.12,39.56,381.8,701.8,26.39,3.67,7.62,53.48
2020,6,30,10,82.61,29.27,383.55,813.78,27.03,3.93,7.47,60.77
2020,6,30,11,80.46,21.25,358.3,880.28,27.46,4.42,6.89,60.66
2020,6,30,12,79.24,18.92,428.8,891.45,27.68,5.25,8.27,73.7
2020,6,30,13,78.72,24.06,513.03,851.05,27.73,4.91,10,85.14
2020,6,30,14,79.01,33.3,476.4,757.88,27.62,4.38,9.55,72.38
2020,6,30,15,80.54,44.01,354.7,625.15,27.26,3.45,7.42,46.38
2020,6,30,16,83.33,55.15,209.3,464.8,26.64,3.42,4.68,21.75
2020,6,30,17,86.67,66.28,140.12,288.12,25.84,3.71,3.56,10.25
2020,6,30,18,90.06,77.08,36.35,124.82,24.83,3.32,1.19,1.48
2020,6,30,19,93.96,87.05,10.27,17.5,23.67,3.08,0.55,0.1
2020,6,30,20,95.45,90,0,0,22.92,2.69,0,0
2020,6,30,21,96.02,90,0,0,22.51,3.55,0,0
2020,6,30,22,96.67,90,0,0,22.2,5.38,0,0
2020,6,30,23,96.86,90,0,0,22.05,8.06,0,0
2020,7,1,0,97.06,90,0,0,21.96,8.21,0,0
2020,7,1,1,97.48,90,0,0,21.85,6.27,0,0
2020,7,1,2,97.66,90,0,0,21.77,3.97,0,0
2020,7,1,3,97.8,90,0,0,21.69,2.61,0,0
2020,7,1,4,98.26,90,0,0,21.42,1.5,0,0
2020,7,1,5,97.21,83.15,26.85,50.53,21.82,1.02,1.16,0.59
2020,7,1,6,95.72,72.82,47.9,188.52,22.42,0.68,1.37,2.59
2020,7,1,7,93.87,61.85,135.75,367.73,23.32,0.18,3.18,11.7
2020,7,1,8,89.92,50.68,304.35,552.92,24.4,0.06,6.37,35.21
2020,7,1,9,84.57,39.64,501.45,713.65,25.42,0.12,9.89,70.55
2020,7,1,10,79.41,29.35,522.8,834.95,26.3,0.18,9.98,83.36
2020,7,1,11,75.56,21.33,591.62,907.5,27.08,0.38,11.11,100.83
2020,7,1,12,72.7,18.99,598.72,922.47,27.8,0.79,11.22,103.53
2020,7,1,13,70.45,24.09,692.05,885.95,28.37,1.78,13.03,115.47
2020,7,1,14,69.74,33.31,596.25,798.1,28.5,3.28,11.41,91.09
2020,7,1,15,70.23,44.01,501,662.92,28.36,2.78,9.94,65.88
2020,7,1,16,72.42,55.16,349.83,499.8,27.93,1.5,7.31,36.53
2020,7,1,17,76.61,66.29,243.6,320.35,27.34,0.64,5.58,17.88
2020,7,1,18,81.49,77.1,121.45,144.55,26.35,0.45,3.42,4.95
2020,7,1,19,89.8,87.07,17.8,19.73,24.73,0.29,0.84,0.17
2020,7,1,20,93.16,90,0,0,23.69,0.23,0,0
2020,7,1,21,95.99,90,0,0,23.15,0.19,0,0
2020,7,1,22,98.25,90,0,0,22.67,0.28,0,0
2020,7,1,23,99.55,90,0,0,22.29,0.31,0,0
2020,7,2,0,100,90,0,0,21.97,0.51,0,0
2020,7,2,1,100,90,0,0,21.72,0.92,0,0
2020,7,2,2,100,90,0,0,21.45,0.96,0,0
2020,7,2,3,100,90,0,0,21.21,1.06,0,0
2020,7,2,4,100,90,0,0,20.96,1.24,0,0
2020,7,2,5,97.22,83.25,55.75,62.45,22.07,1.6,1.92,1.2
2020,7,2,6,92.43,72.9,194,218.05,23.5,0.01,4.78,10.43
2020,7,2,7,87.12,61.93,312.45,399.92,25.07,0.01,6.71,26.83
2020,7,2,8,81.25,50.76,500.62,577,26.55,0.01,10.01,57.74
2020,7,2,9,76.67,39.72,692.75,730.05,27.68,0.01,13.3,97.08
2020,7,2,10,74.02,29.44,713.47,841.75,28.32,0.01,13.44,113.16
2020,7,2,11,72.07,21.42,750.58,913.88,28.75,0.01,13.92,127.24
2020,7,2,12,70.44,19.06,824.8,931.75,29.16,0.01,15.23,141.92
2020,7,2,13,69.54,24.13,780.08,896.5,29.33,0.02,14.46,129.61
2020,7,2,14,69.56,33.33,706.4,807.22,29.22,0.03,13.32,107.51
2020,7,2,15,69.8,44.03,621.25,679.58,28.97,0.03,11.99,81.45
2020,7,2,16,70.55,55.17,457.35,516.65,28.59,0.03,9.23,47.69
2020,7,2,17,73.4,66.3,288.88,334,27.9,0.02,6.35,21.21
2020,7,2,18,79.76,77.12,134.25,149.52,26.76,0.02,3.65,5.46
2020,7,2,19,85.19,87.09,15.5,20.75,25.11,0.01,0.69,0.14
2020,7,2,20,86.35,90,0,0,24.23,0.01,0,0
2020,7,2,21,87.07,90,0,0,23.74,0.01,0,0
2020,7,2,22,88.18,90,0,0,23.25,0,0,0
2020,7,2,23,89.16,90,0,0,22.78,0,0,0
2020,7,3,0,90.35,90,0,0,22.29,0,0,0
2020,7,3,1,91.73,90,0,0,21.83,0,0,0
2020,7,3,2,92.95,90,0,0,21.37,0,0,0
2020,7,3,3,93.84,90,0,0,20.95,0,0,0
2020,7,3,4,94.5,90,0,0,20.56,0,0,0
2020,7,3,5,90.85,83.35,51.62,67.53,21.45,0,1.64,1.11
2020,7,3,6,84.05,72.98,175.15,230.05,22.62,0,4.13,9.5
2020,7,3,7,79.76,62.01,336.62,405.38,24.22,0,7.2,29.19
2020,7,3,8,66.67,50.84,533.72,575.97,26.9,0.01,10.82,62.32
2020,7,3,9,60.37,39.81,704.38,743.83,28.45,0.01,13.43,99.93
2020,7,3,10,58.61,29.52,847.08,861.92,29.32,0.09,15.75,135.78
2020,7,3,11,57.78,21.51,883.38,929.95,29.93,0.11,16.24,151.06
2020,7,3,12,57.48,19.14,887.4,932.08,30.33,0.11,16.5,153.82
2020,7,3,13,57.49,24.17,820.17,896.17,30.45,0.2,15.31,137.21
2020,7,3,14,58.3,33.36,698.2,808.1,30.32,0.41,13.23,106.91
2020,7,3,15,60.19,44.04,528.4,676.5,29.72,0.61,10.3,69.71
2020,7,3,16,63.69,55.18,384.65,511.1,28.96,0.58,7.89,40.31
2020,7,3,17,66.89,66.32,248.23,327.55,28.28,0.38,5.59,18.3
2020,7,3,18,73.45,77.14,124.62,150.27,27.2,0.09,3.38,5.08
2020,7,3,19,80.56,87.11,19.48,20.12,25.14,0.01,0.9,0.18
2020,7,3,20,81.91,90,0,0,23.97,0.02,0,0
2020,7,3,21,83.01,90,0,0,23.27,0.06,0,0
2020,7,3,22,83.76,90,0,0,22.75,0.08,0,0
2020,7,3,23,82.96,90,0,0,22.55,0.02,0,0
2020,7,4,0,79.92,90,0,0,22.8,0.01,0,0
2020,7,4,1,78.72,90,0,0,22.84,0,0,0
2020,7,4,2,80.46,90,0,0,22.35,0,0,0
2020,7,4,3,83.51,90,0,0,21.55,0,0,0
2020,7,4,4,86.72,90,0,0,20.7,0,0,0
2020,7,4,5,87.92,83.45,58.33,59.75,21.33,0,2.07,1.24
2020,7,4,6,78.15,73.07,196.07,213.8,23.06,0,4.97,10.63
2020,7,4,7,74.14,62.1,389.55,392.27,24.81,0,8.61,33.79
2020,7,4,8,59.94,50.93,529.85,574.1,27.87,0,10.78,61.89
2020,7,4,9,56.92,39.89,678.78,724.35,28.97,0,13.29,96.28
2020,7,4,10,55.5,29.62,794.42,848.5,29.67,0,15.02,127.41
2020,7,4,11,54.94,21.61,878.33,924.4,30.22,0,16.26,150.32
2020,7,4,12,54.66,19.22,859.92,934.78,30.62,0,15.96,149.21
2020,7,4,13,54.47,24.23,798.2,898.72,30.9,0.01,14.86,133.59
2020,7,4,14,54.58,33.39,736.83,811.12,30.94,0.03,13.92,112.87
2020,7,4,15,54.98,44.07,666.03,677.9,30.76,0.03,12.96,87.84
2020,7,4,16,56.3,55.21,508.88,512.42,30.33,0.02,10.41,53.34
2020,7,4,17,59.04,66.34,329.67,330.25,29.75,0.01,7.36,24.31
2020,7,4,18,65.41,77.17,149.27,153.3,28.53,0,3.97,6.09
2020,7,4,19,77.84,87.14,20.3,20.7,26.01,0,0.9,0.19
2020,7,4,20,78.4,90,0,0,24.7,0,0,0
2020,7,4,21,79.46,90,0,0,24.12,0,0,0
2020,7,4,22,80.55,90,0,0,23.69,0,0,0
2020,7,4,23,81.55,90,0,0,23.27,0,0,0
2020,7,5,0,83.04,90,0,0,22.77,0,0,0
2020,7,5,1,84.24,90,0,0,22.31,0,0,0
2020,7,5,2,84.52,90,0,0,22.03,0.01,0,0
2020,7,5,3,83.36,90,0,0,22.02,0.01,0,0
2020,7,5,4,82.93,90,0,0,21.9,0.01,0,0
2020,7,5,5,84.08,83.56,60.08,60.38,22.52,0.01,2.07,1.25
2020,7,5,6,78.89,73.16,216.95,218.12,23.73,0,5.34,11.65
2020,7,5,7,73.64,62.19,404.75,406.45,25.55,0,8.58,34.89
2020,7,5,8,62.22,51.01,587.9,589.47,28.27,0,11.58,68.24
2020,7,5,9,59.96,39.99,704.42,747,29.29,0,13.29,99.29
2020,7,5,10,58.34,29.71,805.42,864.08,30.07,0,14.86,128.41
2020,7,5,11,56.96,21.71,856.58,934.67,30.67,0.01,15.6,145.84
2020,7,5,12,55.79,19.31,882.15,946.88,31.04,0.03,16.1,152.47
2020,7,5,13,55.11,24.28,805.1,910.25,31.18,0.04,14.77,134.4
2020,7,5,14,55.14,33.43,799.65,821.88,31.1,0.07,14.88,122.27
2020,7,5,15,55.83,44.09,632.35,689.2,30.82,0.08,12.08,83.27
2020,7,5,16,56.77,55.23,485.77,523.65,30.48,0.09,9.71,50.83
2020,7,5,17,59.54,66.37,324.62,339.88,29.99,0.05,7.02,23.86
2020,7,5,18,63.1,77.2,154.45,158.75,29.07,0.01,3.96,6.28
2020,7,5,19,74.36,87.17,20.25,21.25,26.96,0,0.86,0.18
2020,7,5,20,73.67,90,0,0,25.83,0,0,0
2020,7,5,21,75.82,90,0,0,25.02,0,0,0
2020,7,5,22,78.2,90,0,0,24.26,0,0,0
2020,7,5,23,80.15,90,0,0,23.59,0,0,0
2020,7,6,0,81.8,90,0,0,23.03,0,0,0
2020,7,6,1,83.33,90,0,0,22.58,0,0,0
2020,7,6,2,84.59,90,0,0,22.29,0,0,0
2020,7,6,3,85.67,90,0,0,22.06,0,0,0
2020,7,6,4,86.47,90,0,0,21.89,0,0,0
2020,7,6,5,87.79,83.67,58.28,60.35,22.58,0,1.97,1.19
2020,7,6,6,79.73,73.25,213.9,217.9,24.06,0,5.23,11.4
2020,7,6,7,75.67,62.28,357.2,396.45,25.11,0,7.74,30.7
2020,7,6,8,66.03,51.11,523.97,572.6,27.42,0,10.6,60.7
2020,7,6,9,60.01,40.08,648.42,732.4,28.82,0,12.49,91.49
2020,7,6,10,57.39,29.81,768.05,849,29.66,0,14.45,122.71
2020,7,6,11,55.43,21.82,866.72,919.05,30.45,0,16.09,147.86
2020,7,6,12,53.92,19.41,798.3,920.95,31.17,0,14.99,138.07
2020,7,6,13,53.01,24.35,788.95,882.17,31.57,0,14.92,131.66
2020,7,6,14,52.8,33.47,696.9,791.72,31.67,0,13.45,106.46
2020,7,6,15,53.05,44.13,632.12,658.67,31.57,0,12.62,83.11
2020,7,6,16,53.95,55.26,475.52,492.92,31.25,0,10.08,49.67
2020,7,6,17,56.62,66.4,302.15,311.2,30.88,0,7.12,22.15
2020,7,6,18,59.96,77.24,132.25,139.6,29.88,0,3.84,5.36
2020,7,6,19,72.95,87.2,18.08,17.98,27.52,0,0.9,0.16
2020,7,6,20,73.43,90,0,0,26.32,0,0,0
2020,7,6,21,76.34,90,0,0,25.51,0,0,0
2020,7,6,22,79.15,90,0,0,24.81,0,0,0
2020,7,6,23,81.5,90,0,0,24.25,0,0,0
2020,7,7,0,83.71,90,0,0,23.74,0,0,0
2020,7,7,1,85.95,90,0,0,23.29,0,0,0
2020,7,7,2,88.11,90,0,0,22.9,0,0,0
2020,7,7,3,90.06,90,0,0,22.56,0,0,0
2020,7,7,4,91.3,90,0,0,22.34,0,0,0
2020,7,7,5,87.85,83.78,46.3,49.67,23.31,0,1.86,0.92
2020,7,7,6,81.83,73.35,187.45,202.43,24.82,0.01,4.88,9.87
2020,7,7,7,73.78,62.37,361.2,381.5,27.06,0.02,8.05,30.71
2020,7,7,8,65.13,51.2,492.75,556.62,29.16,0.01,10.16,56.53
2020,7,7,9,61.66,40.18,546.4,714.75,30.15,0.01,10.68,76.33
2020,7,7,10,59.09,29.92,501.38,840.42,30.89,0.02,9.44,79.37
2020,7,7,11,57.09,21.93,690.38,911.95,31.48,0.02,12.81,116.86
2020,7,7,12,55.49,19.51,790.4,924.3,31.87,0.03,14.7,135.9
2020,7,7,13,54.36,24.42,704.72,887.8,32.07,0.02,13.19,117.07
2020,7,7,14,53.55,33.52,756.42,799.3,32.19,0.02,14.4,115.08
2020,7,7,15,53.39,44.17,651.7,667.12,32.2,0.02,12.79,85.31
2020,7,7,16,54.39,55.3,482.1,501.38,31.97,0.01,9.99,50.1
2020,7,7,17,57.5,66.44,308.15,319.33,31.5,0.01,7.03,22.46
2020,7,7,18,62.71,77.28,129.85,144.23,30.36,0.01,3.62,5.22
2020,7,7,19,74.2,87.24,15.05,18.35,27.75,0.01,0.72,0.13
2020,7,7,20,75.74,90,0,0,26.49,0.01,0,0
2020,7,7,21,77.16,90,0,0,25.96,0.01,0,0
2020,7,7,22,78.31,90,0,0,25.49,0.01,0,0
2020,7,7,23,79.57,90,0,0,25.02,0.01,0,0
2020,7,8,0,81.34,90,0,0,24.47,0.01,0,0
2020,7,8,1,83.43,90,0,0,23.89,0,0,0
2020,7,8,2,85.8,90,0,0,23.32,0,0,0
2020,7,8,3,88.42,90,0,0,22.79,0,0,0
2020,7,8,4,90.87,90,0,0,22.35,0,0,0
2020,7,8,5,88.18,83.9,56.33,56.67,23.02,0,1.95,1.1
2020,7,8,6,82.68,73.45,216.73,217.85,24.57,0,5.21,11.35
2020,7,8,7,77.23,62.47,402.33,403.88,26.83,0,8.42,34.01
2020,7,8,8,64.98,51.3,583.1,584.47,30.05,0,11.37,66.46
2020,7,8,9,58.18,40.28,740.17,741.03,31.7,0,13.87,102.8
2020,7,8,10,55.54,30.03,859.97,860.33,32.54,0,15.73,135.33
2020,7,8,11,54.05,22.05,871.75,928.53,33.09,0,15.8,146.68
2020,7,8,12,53.34,19.62,905.03,934.25,33.4,0,16.55,154.62
2020,7,8,13,53.28,24.5,861.38,896.17,33.46,0,15.86,142.13
2020,7,8,14,53.83,33.57,746.92,806.83,33.34,0,13.99,112.86
2020,7,8,15,55.18,44.21,649.12,673.35,32.93,0,12.54,84.44
2020,7,8,16,57.04,55.34,506.08,507.27,32.45,0,10.3,52.26
2020,7,8,17,60.33,66.48,321.17,322.15,31.82,0,7.22,23.27
2020,7,8,18,67.6,77.33,143.4,145.48,30.51,0,3.92,5.7
2020,7,8,19,76.24,87.29,17.12,18,28.2,0,0.82,0.15
2020,7,8,20,79.61,90,0,0,26.96,0,0,0
2020,7,8,21,80.73,90,0,0,26.44,0,0,0
2020,7,8,22,82.31,90,0,0,25.85,0,0,0
2020,7,8,23,83.89,90,0,0,25.33,0,0,0
2020,7,9,0,85.67,90,0,0,24.89,0,0,0
2020,7,9,1,87.42,90,0,0,24.53,0,0,0
2020,7,9,2,89.23,90,0,0,24.14,0,0,0
2020,7,9,3,90.99,90,0,0,23.71,0,0,0
2020,7,9,4,93.65,90,0,0,23.1,0,0,0
2020,7,9,5,91.46,84.02,28.2,47.12,23.5,0,1.14,0.54
2020,7,9,6,86.82,73.55,163.27,193.38,24.49,3.16,4.38,8.47
2020,7,9,7,75.79,62.57,161.27,381.6,26.39,3.29,3.57,13.64
2020,7,9,8,66.21,51.4,240.95,562.4,27.83,2.66,4.92,27.68
2020,7,9,9,60.99,40.38,343.5,715.4,28.75,1.84,6.74,48.22
2020,7,9,10,57.64,30.14,400.85,831.58,29.51,1.88,7.68,63.86
2020,7,9,11,55.92,22.18,555.88,899.28,29.87,2.82,10.54,94.83
2020,7,9,12,57.57,19.74,447,916.85,29.18,3.24,8.47,77.64
2020,7,9,13,59.83,24.58,283.65,885.12,28.72,3.85,5.38,47.6
2020,7,9,14,60.16,33.63,287.9,801.83,28.32,3.32,5.53,44.31
2020,7,9,15,58.73,44.26,447.33,672.08,28.62,2.28,8.81,59.22
2020,7,9,16,56.96,55.39,439.9,509.75,28.45,0.9,9.09,46.31
2020,7,9,17,56.5,66.53,298.8,328.67,27.94,1.07,6.73,22.13
2020,7,9,18,61.61,77.39,143.27,150.6,26.55,1.47,3.87,5.82
2020,7,9,19,71.26,87.33,18.6,18.67,24.48,0.64,0.86,0.16
2020,7,9,20,78.32,90,0,0,22.95,0.06,0,0
2020,7,9,21,83.18,90,0,0,21.9,0.01,0,0
2020,7,9,22,86.47,90,0,0,21.14,0.06,0,0
2020,7,9,23,87.83,90,0,0,20.57,0.17,0,0
2020,7,10,0,87.54,90,0,0,20.21,0.41,0,0
2020,7,10,1,87.72,90,0,0,19.93,0.45,0,0
2020,7,10,2,88.19,90,0,0,19.64,0.22,0,0
2020,7,10,3,86.63,90,0,0,19.67,0.02,0,0
2020,7,10,4,86.95,90,0,0,19.35,0,0,0
2020,7,10,5,82.8,84.14,44.1,57.1,20.13,0,1.48,0.85
2020,7,10,6,75.07,73.66,180.98,221.02,21.9,0,4.33,9.56
2020,7,10,7,65.33,62.67,354.7,407.25,24.48,0,7.49,30.52
2020,7,10,8,51.11,51.5,536.97,587.1,27.57,0,10.67,62.62
2020,7,10,9,46.28,40.48,715.88,748.05,29.41,0,13.58,101.57
2020,7,10,10,44.16,30.25,864.03,864.03,30.69,0,16.04,138.62
2020,7,10,11,42.1,22.3,910.05,937.53,31.78,0.02,16.62,155.84
2020,7,10,12,40.29,19.87,927.72,960.5,32.62,0.1,16.77,161.09
2020,7,10,13,39.13,24.67,898.05,921.2,33.09,0.24,16.34,150.49
2020,7,10,14,38.56,33.7,817.65,831.3,33.23,0.39,15.09,125.42
2020,7,10,15,38.89,44.31,674.92,696.78,33,0.44,12.79,89.12
2020,7,10,16,41.31,55.44,512.47,528.67,32.45,0.59,10.15,53.66
2020,7,10,17,41.19,66.59,338.15,342.15,31.96,0.33,7.27,24.87
2020,7,10,18,51.92,77.45,134.02,157.98,29.67,0.25,3.41,5.39
2020,7,10,19,62.68,87.38,16.12,19.7,26.14,0.19,0.7,0.14
2020,7,10,20,63.94,90,0,0,24.55,0.1,0,0
2020,7,10,21,65.85,90,0,0,23.69,0.06,0,0
2020,7,10,22,68.4,90,0,0,22.9,0.04,0,0
2020,7,10,23,71.07,90,0,0,22.24,0.05,0,0
2020,7,11,0,73.64,90,0,0,21.6,0,0,0
2020,7,11,1,75.57,90,0,0,21.02,0,0,0
2020,7,11,2,77.22,90,0,0,20.44,0,0,0
2020,7,11,3,78.62,90,0,0,19.92,0,0,0
2020,7,11,4,79.53,90,0,0,19.57,0,0,0
2020,7,11,5,76.35,84.26,44.47,53,20.56,0,1.58,0.84
2020,7,11,6,68.83,73.76,185.15,214.02,22.4,0.72,4.56,9.77
2020,7,11,7,65.75,62.78,357.75,399.52,24.7,2.27,7.66,30.62
2020,7,11,8,64.48,51.6,545.03,583.92,27.18,1.64,10.73,62.65
2020,7,11,9,64.8,40.59,712.7,738.67,28.01,2.81,13.5,99.71
2020,7,11,10,61.28,30.37,858.1,859.62,29.69,4.03,15.79,135.74
2020,7,11,11,58.6,22.44,929.7,929.85,30.75,4.73,16.9,157.14
2020,7,11,12,55.57,20,945.55,949.2,31.58,4.68,17.1,162.31
2020,7,11,13,52.9,24.77,910.65,913.92,32.08,5.71,16.53,151.08
2020,7,11,14,51.35,33.77,796.83,824.45,32.28,5.85,14.69,121.1
2020,7,11,15,50.75,44.37,629.55,693.53,32.09,6.58,11.88,82.41
2020,7,11,16,51.56,55.49,427,528.1,31.52,5.38,8.41,44.39
2020,7,11,17,54.39,66.65,260.92,343.58,30.62,3.88,5.53,19.01
2020,7,11,18,61.52,77.52,102.7,157.43,28.91,2.44,2.59,4.08
2020,7,11,19,69.49,87.43,17.5,19.2,26.1,1.3,0.76,0.15
2020,7,11,20,70.31,90,0,0,24.49,0.33,0,0
2020,7,11,21,69.72,90,0,0,23.19,0.07,0,0
2020,7,11,22,70.83,90,0,0,21.64,0,0,0
2020,7,11,23,72.54,90,0,0,20.26,0,0,0
2020,7,12,0,72.61,90,0,0,19.5,0,0,0
2020,7,12,1,74.09,90,0,0,19.04,0,0,0
2020,7,12,2,77.62,90,0,0,18.63,0,0,0
2020,7,12,3,82.14,90,0,0,18.2,0.01,0,0
2020,7,12,4,86.44,90,0,0,17.78,0.05,0,0
2020,7,12,5,86.17,84.39,50.78,52.08,18.25,0.13,1.8,0.94
2020,7,12,6,81.83,73.88,209.2,213.7,20.24,0,5.11,10.92
2020,7,12,7,73.75,62.88,393.88,402.92,22.84,0,8.34,33.62
2020,7,12,8,63.23,51.71,580.65,588.88,25.2,0,11.44,67.34
2020,7,12,9,55.68,40.7,744.25,751.42,26.89,0.01,14.05,105.56
2020,7,12,10,51.73,30.49,871.47,872.58,28.06,0,16.07,140.24
2020,7,12,11,49.18,22.58,916.17,943.7,28.98,0,16.71,157.67
2020,7,12,12,47.37,20.13,950.45,962.38,29.61,0,17.26,166.1
2020,7,12,13,46.04,24.87,853.8,925.5,30.1,0,15.56,144.02
2020,7,12,14,45.54,33.85,797.05,835.9,30.24,0,14.72,123.05
2020,7,12,15,45.72,44.44,644.65,701.53,30.04,0,12.21,85.63
2020,7,12,16,46.22,55.56,483.17,533.2,29.59,0.01,9.55,50.93
2020,7,12,17,47.84,66.71,326.12,346.23,28.88,0.01,6.95,24.08
